,text,label
23322,Дети будут проходить обучение на русском дома  учителями выступят мама с папой ,0
23323,Не удивительно  Люди без работы сидят  Где им деньги брать,0
23324,Не смотря на то  что Великобритания отделилась от ЕС  Англичане точно так же  как все остальные европейцы  сидели и ждали  когда у них начнется эпидемия  Личной комфорт  а не человеческие жизни на первом месте ,1
23325,И началась эпидемия свиного ГРИППа,0
23326,Не по всей и не у всех,0
23327,интересненько  когда продавали  куда выехать собирались  настоящее мошенничество  обязательно  штраф  за неудобства новому хозяину  ,0
23328,Сейчас и миллиарды нашлись а зачем нужна была оптимизация развализация ,0
23329,А как мужик на плакате ест через маску ,0
23330,Ни   сериала без гомосексуальных пар,0
23331,закрыли и хорошо  нельзя допустить распространения,1
23332,Нужно соблюдать социальную дистанцию и лишний раз не забывать мыть руки  Хотя самое эффективно для обычного населения это самоизоляция ,1
23333,Теперь то мы знаем про открытие,1
23334,у меня за окном никакого апокалипсиса нет  ,0
23335,Вот ведь как мы можем    Да и потом приборы лишними в больницах точно не будут ,1
23336,Хохлы пидарасы сбили и не хотят признаваться,0
23337,почему ментов никто не сажает за наркоту  состав налицо  они взяли наркотики  подкинуть голунову из базы вещдоков  а сколько раз  и почему эту базу не проверили ,0
23338,Будем надеяться на положительный прогноз  хоть и осуществляется поддержка нуждающихся  но большинству просто банально уже на работу нужно ,1
23339,Где то на Земле жизненно необходимы заповедники для людей  Где люди будут дышать чистым воздухом пить чистую воду где их не будут отлучать от физического труда и общения с природой  Если мы всю планету превратим в населенный пункт то рано или поздно появится вирус от которого не будет иммунитета ни у кого и который в конечном итоге убьёт всех ,0
23340,Как хорошо атеистам  сидиш себе можеш пить чай дома  И наблюдать как люди ломятся чтобы дать пожертвования  на новый Мерседес батюшке,0
23341,Эта еще одна необходимость  кому сейчас охота болеть  тем более с такими рисками  А остановить безответственность только такими методами можно ,1
23342,Еееее    тысяч  Что ж с ними делать  Куда потратить       Коммуналка      только,0
23343,Они по вирусу палили      Думали испугается,0
23344,Плохо  что он мутирует и переходит к животным  Не известно  как он себя еще поведет  Вакцины сейчас в разных странах на стадии тестирования  Если будет хороший результат  хоть у одного прототипа  то мы спасены  Надеюсь  что это произойдет в скором времени,1
23345,НУ на мне пока слава Богу  доллар и евро никак не подействовал   Заграницу ехать я не намерен  там коронавирус  я лучше тут как нить отдохну  на рыбалке,1
23346,В Александрове поездной вор в очередной раз попался за хищение сумочки   Молодой человек  подозреваемый в совершении хищения  дал признательные показания ,0
23347,Кредитные каникулы по ипотеке ввел Путин некоторое время назад  так что для банков это не в новинку   предоставлять отсрочку по форс мажору,1
23348,От нас не спрячешься,1
23349,видимо не зря они закупали оружие и туалетную бумагу ,0
23350,Вот старая чмулоходина  везде бы только все под себя подмять  а на остальных срать с большой колокольни  думаю  немцы все таки адекватные,1
23351,Только дауны смотрят российские фильмы,0
23352,мы все когда то умрем  каждому свое время,0
23353,я в шоке как такое возможно,1
23354,Не стоит поддаваться панике  полки в магазинах не опустеют у нас развитое производство и импортозамещение  Мы же не маленькая эстония в которой один завод на всю страну и вот там кстати в Таллине уже пустые полки ,1
23355,Сейчас многие на удаленке работают  даже правительство в большинстве своем  Ничего удивительного  что и суда так же ,1
23356,Слався страна мы гордимся тобой   ,1
23357,А можно было заранее принять несколько непопулярных решений  типа закрыть гранциы  прекратить авиасообщение  все массовые мероприятия и закрыть общественные места  но такого хаоса и кошмара удалось бы избежать  И Трамп бы рейтинг свой не обрушил прямо перед выборами  если бы перебздел ,1
23358,Очень интересно  Жаль  что не смотрел ,0
23359,Им слишком обидно от того факта  что нашим СМИ там верят больше  чем своим ,1
23360,меня всегда удивляли такие работы  мне очень нравиться это  Вот настрою себя и может начну что то делать  а еще мне нравится моделирование парусников  и кстати я когда то рисовал картины,0
23361,Плевать  Пусть нормальных министров здравоохранения назначают  чтобы решить все свои проблемы с коронавирусом  которых слишком много для такой развитой страны ,1
23362,Лифт не арестовали  А ну лан   им же не пользовался больной ,0
23363,Дас ист фантастишь     Вы реально думаете  что ваши влажные фантазии об интервью с бывшим спецназовцем сбылись  Придумали какого то Даниила  Надо было ещё добавить фишку про вашего анонимного источника   ,1
23364,Ну сходите в магазин и посмотрите как  не привел   Я вот вижу  что привел ,0
23365,От ДР Ленина всячески открещиваются  перевертыши ,0
23366,Правильно  чтобы не было скопления людей в магазинах  На авто вполне себе нормально выехать в какой нибудь гипер и на недельку затариться ,1
23367,Подождать до голосования по поправкам  и чихать не еспч,0
23368,Не знаю куда  ну точно не в Корею   там же собак едят ,0
23369,Чубайс смертельно заболел коронавирусом   отличная новость  вот только жаль  что пока фейковая ,1
23370,Ну  в России всегда трепетно относились к родне  Так что если кто из близких решит укрыться от пандемии в Росси   действительно стоит пустить ,1
23371,Сыграет на провале Трампа в борьбе с коронавирусом  а потом и сам провалится  А там есть какие то меры поддержки или после единовременной выплаты  которая как капля в море  там только на благотворительности миллиардеров держатся ,1
23372,Просто плохо человеку стало,0
23373,очередной превед Трампу от демократов,0
23374,яркая девушка с замечательным особенным ребенком  одна из тех немногих  кто научилась быть счастливой и не обращать внимание на советчиков и помощников бога  которые знают за какие грехи наградил особенным ребенком  ссылка на страницу вк https   vk com feia detiangeli,0
23375,С таким посылом  что это излишние меры   хотя даже ВОЗ одобряет наши методы и признает их эффективными  С такой подачей можно продвинуться в рейтинге антироссийских сми с третьего на первое место ,1
23376,Больше    градусов должен быть кипяток  Как эти исследования помогут людям  В парилке сидеть с такой температурой   тоже не вариант ,1
23377,Ну в центральных магазинах все ок  продавцы уже защищены  но окраины не понимают риск ,1
23378,О Теперь во всём коронавирус виноват     Ведь до вируса все люди были бесмертные,0
23379,В Нидерландах скосят цветочные поля  чтобы туда не приезжали люди гулять и фотографироваться  Цветочная индустрия одна из наиболее пострадавших отраслей экономики Нидерландов ,0
23380,Ну мне кажется  ничего страшного в том  чтобы молодые  находящиеся вне групп риска  лечились дома  Потому что судя по описаниям  которые переболевшие выдавали  корона сравнима с ветрянкой у взрослых  ничего критичного  если организм сам по себе в нормальном состоянии ,1
23381,Лучше вообще лишний раз на уличу без особой надобности не виходить    А то людям в     м трудно дистанцию соблюдать  а тут аж   м,1
23382,Понты  с наездами на регионы закончились  после щелчка по носу ,0
23383,Очередной сигнал власти обществу  воровали воруем и будем воровать  ,0
23384,Какие проценты   какие заболевшие   Даешь оптимизацию   закроем еще по России больниц       а лучше      ,0
23385,в эхтом году и у нас подснежки были только очень рано,1
23386,Ох уж этот Томми Версетти,0
23387,Малополезный и недоделанный вариант Скорее коммерческий  ,0
23388,Лучше бы репортажи с Путиным продолжили чем это  Читаешь его и понимаешь  что есть власть в стране и нечего бояться ,0
23389,это самое первое что вообще надо было закрыть,1
23390,Ну  что не понятно то  Ромуальд Федулович  и всё  В федерации же всё прекрасно   да  пошел бы ,0
23391,Это всё материнский копетал  вангую,0
23392,Я не понимаю этого бума сейчас на тик ток  такой бред снимают  дп можно найти что то смешное  но это огромная редкость,1
23393,У нас и вакцину уже начали тестировать совсем скоро начнут на людях ее применять ,1
23394,Вода обработанная холодной плазмой борется с короной  А хлорин  хлоридин эффективны против короны  А рибавирин  Где информация  Где ведутся разработки вакцины в стране  Эй СМИ и губернаторы ,0
23395,Люди даже без вакцины выздоравливают  что уже хорошо  Смертность от осложнений хоть и печалит  но оперативно борются,1
23396,Уж заканчивали бы эти ряженые церемонии  стыдно за них  Другая за открывание рта получила генерал майора  хоть и несомненно умна  Губы у нее выросли хотя заметно ,0
23397,А что прикольно  надо будет сохранить  потом своим внукам показать  Когда еще по Москве по пропускам придется поездить ,1
23398,С таким хорошим президентом ничего не страшно ,0
23399,Неужели Франция и Германия не замечают  что Турция занимается поддержкой боевиков в Сирии и Ливии  Что Эрдоган тупо игнорит эмбарго на поставки оружия ,1
23400,Умники понабежали со своим сарказмом  да ладно     Америку открыл    Чтоб вы умные не были  когда изначально просили дома сидеть     Орали  все раздуто  А сейчас орете  почему власть ничего не делает  слишком поздно взялись                ,0
23401,Уже сталкивались с эболой  птичьим и свиным гриппом  щас корона проверяет людей на прочность ,1
23402,А простым гражданам как всегда блины с лопаты ,0
23403,Что в голове у таких людей  Зачем вообще ставить под угрозу себя и окружающих  Ну теперь получит штраф точно,1
23404,Впадать в депрессию и уж тем более паниковать не стоит  Дома всегда полно дел  до которых руки не доходили ,1
23405,Люди обо всем забывают  когда видят шашлыки,1
23406,Чего они не на самоизоляции ,0
23407,А как их травили  Там что  мужика нет ,0
23408,это все понятно но кто на фотке ,0
23409,Фортнайт хунйя  Или забеись ,0
23410,Вот именно поэтому  сейчас особенно важно дома сидеть  Не перечеркивайте две недели карантина  желанием погулять в солнечные дни  в самый пик пандемии  Никто же не хочет  чтобы карантин продлили ,1
23411,Снятие всех налогов  кроме НДС  с мелкого бизнеса заметно облегчат ситуацию для него   тут и обсуждать нечего ,1
23412,Хотя поляки с украинцами всячески пытаются омрачить эту дату  но ничего не выйдет  Никто не забыт и ничто не забыто у нас в стране и не только ,1
23413,вместе мы должны с этим справиться,1
23414,А где Маша  Сказка о трёх медведях  которых Маша шваркнула на хату ,1
23415,Так жулики кричали что их убили не все получается ,0
23416,Ну это все равно не означает  что нужно идти в храм и нарушать ту же социальную дистанцию  Соблюдение всех профилактических мер   это залог нашего скорейшего возвращения к нормально жизни  Тем более  что будет онлайн трансляция со служб,1
23417,инженерное решение проблемы Оригинально ,0
23418,это же бывший экс  врач Кремля  только вчера об этом читала  ,0
23419,честно говоря я немного в шоке от такого    но блин мб это даёт какую то мотивацию,1
23420,Если верить статистике  то от гриппа умирает не меньше  если не больше  Разница лишь в том  что против него есть вакцина  Когда ученые изобретут ее и от коронавируса  то смертельных случаев может вообще не быть ,1
23421,Какая же дурь  ктож там такой умный интересно это все придумывает,0
23422,Благодаря распространению вируса многие  наконец  запомнят количество субъектов федерации России ,0
23423,Все постепенно восстанавливается  китайская экономика  цены на нефть  осталось только КОВИД    побороть и будет всем счастье как в старые добрые докоронавирусные времена ,1
23424,А шо они туда поперлись  в эпидемию  Предупреждали ведь  Тратить на них ещё государственные деньги  в такой ситуации ,0
23425,Правильно  Сидите дома  у кого есть возможность ,1
23426,Вот сижу дома и как то не горю желанием лишний раз куда то ходить  А кому то просто плевать на своё здоровье  раз продолжают нарушать изоляцию,1
23427,Какие еще могут новости повлиять на людей  чтобы включить их сознательность  В России  прям у нас в стране  рядом  не где то в абстрактной Европе  умирают люди  Побудьте вы в своей квартире  воспользуйтесь выходной неделей  почитайте  посмотрите телек  тем самым вы поможете всем ,1
23428,Короновирус это ход конем,0
23429,Забавляют те  кто в поисках новой жизни свалил за бугор  а теперь  когда там творится трешак  хотят вернуться обратно на родину  Иностранные методы борьбы с коронавирусом их вообще не устраивают ,1
23430,А кто летел на этих рейсах летели инкогнито  Или я один дурак или все кругом идиоты ,0
23431,Кстати  это уже неплохой результат  учитывая  что не все еще прониклись идеей самоизоляции  Хотелось бы  чтобы в этом случае было как в Китае  побольше осознанности и понимания что происходит ,1
23432,у людей от безделья просто едет крыша    ,1
23433,А может наоборот  У нас часто бывают ругаются с водителем выскакивают люди и забывают вещи и детей и собак  И чаще люди а не водители агресирруют  Это я знаю точно ,0
23434,   статья конституции   не  не слышал,0
23435,Обеими рукам за карантин  Кто знает  с кем контактировали прилетевшие  я лично не хочу страдать из за их тупости шастать по заграницам  когда эпидемия ,1
23436,А Мишустин кстати не извинялся ещё  Или я пропустил это событие ,0
23437,Очень просто  Вариант А  Заводить семью не ради галочки  Вариант Б  Раздать каждому по телефону планшету и пусть занимается чем хочет ,1
23438,Так дистанционно учат же вроде  Всех школьников по домам на карантин отправили,1
23439,Если люди чудить меньше будут и дома сидеть  а не кататься по левым пропускам  или вообще без них  как зеленоградские индивиды  то и пик быстрее пройдем  соответственно и ограничения быстрее снимут ,1
23440,Репетируют перед полной изоляцией    Железный занавес  ,0
23441,Как там американская система здравоохранения поживает  Кажется не очень  раз такое количество больных и погибших ,1
23442,Думаю они не первые будут ещё нужны превентивные меры,0
23443,Прям     дней спустя   Только там обезьяна была,0
23444,У него были серьезные проблемы со здоровьем ,1
23445,Вот это мощь европейской медицины  ух прям  Мрут как мухи  что уже врачей к больным не пускают  Сразу диагноз труп и направление в морг      ,0
23446,Китайский  КОРОНАГЛУМ  продолжается     Ученые обнаружили коронавирус у кошек в Ухане     Теперь на польты пойдут   ,0
23447,При чем здесь прошлогодний сезон в Тироле  Это  конечно  всё  здорово   но когда коронавирус начал в Китае приобретать очертания эпидемии  подавляющее большинство россиян на этот период сразу вернулись домой  остальные никуда не улетали  Кроме единичных случаев ,1
23448,Динамика не резка  следовательно не повторяем итальянский сценарий,1
23449,Так как на фото точно нельзя  да и сзади как то не почётно,0
23450,Нафиг они туда ехали  Пусть и сидят там ,0
23451,Шувалова годится лишь на то  чтобы с Соболь под ручку шляться у СКК демонтировали     крышу  но по итогу она упала до окончания работ   и вот за эту депутатшу Навальный голоса накручивал    ,1
23452,Я б назвала  Шоколадка в шоке   Василиса мы верим в тебя  ты супер  Жги ещё ,0
23453,   а в это время на складах мешками грузили гуманитарную помощь братскому народу мяо яо городского округа Чунцинь    У них тля поела весь рис Какой к лешему Александр     Какие    детей     ,0
23454,Губернатор на самоизоляции   отличный пример всем россиянам  вот так ответственно и должны себя вести все мы в данной ситуации ,1
23455,ну конешно   министр иностранных дел РФ  заслуженный работник дипломатической службы читает и повторяет материалы из Daily Mail   таблоид для британской мариванны  по сравнению с которым МК это респектабельное издание,0
23456,А можно поподробнее о выздоравливающих  и принимаются ли дополнительные меры в связи с исследованиями Китая  что и после выздоровления эти Люди могут носить вирус до двух недель  и соблюдают ли переболевшие изоляцию на это время ,0
23457,Походу заипали его Путинские патриоты   ОТСТАНЬТЕ ОТ МУЖИКА   ,0
23458,Как бы еще купол не пробили   ,0
23459,Вот еще одно прикольное Диско  ,0
23460,Печально  но по статистике люди в возрасте больше всего и страдают от этого вируса  Благо хоть большое количество людей на поправку сейчас идет  вакцину бы только уже побыстрее состряпали ,1
23461,Бл  а нельзя было сначала это продумать ,0
23462,Давно было пора и внутренние границы закрывать   здоровее будем ,1
23463,Вот только о бедном кофе и думать в кризис  Как будто это что то жизненноважное в отличие от той же еды ,1
23464,Чего блин  У меня просто взрыв мозга произошел   ,0
23465,В фонде столько денег  вы выделяете не понятно на что миллиарды рублей  а с людей готовы последние содрать  Для государства копейки помочь людям с кредитами  ипотеками а не набивать свои карманы  В очередной раз загнали людей в угол и пускаете пыль как все хорошо в стране  о том как наше правительство о народе заботиться и думает  Совести у вас нет  жируете за счёт народа                  ,0
23466,Заверните два мини пига пажлст ,0
23467,Ну это правильно  нечего сейчас разъезжать по стране  Остаемся дома   играем с детьми  читаем отложенные книги  учимся  ,1
23468,Дурилка картонная  Маршировать до границы с Крымом нацики Украины могут сколько угодно  а вот дальше им путь закрыт  На российскую территорию их уже не пустят  сто пудов ,1
23469,Шутки про шашлыки в студию,0
23470,Че вы в другие страны заглядываете  у нас че творится лучше говорите,0
23471,Нужно из мвф перенести в Россию ,0
23472,А сейчас у нас не чёрный день  Нет ,0
23473,Мне больше всего понравилось поздравление от вдвшников  Самое необычное на мой взгляд  Хотя все идеи крутые   ,1
23474,Тогда было лучше люди были нормальные,1
23475,И не одного коренного,0
23476,Ну   российский народ давно уже знает  кто хозяева жизни в стране с      г  ,0
23477,Мы рассекретили документы  пусть теперь только вякнут  что такого не было  это история и мы не собираемся поступать так как они  подделывать доки и обманывать народ,1
23478,А что нам скажет начальник транспортного цеха  эффективный менеджер епт  ,0
23479,Вы лучше послушайте вот этот стих пока власти не удалили  Все слова правдивы  https   vk com video                    list         bc  ca  f ,0
23480,Конечно выгодно  Особенно когда все биржи труда закрыты,0
23481,Ща бодипозитивщики вас хейтеров прибегут сожрут,0
23482,Айяйяй   а как гордились своими самолётами напугавшими США   а тут что   в штаны наложили  ,0
23483,Бони и Клайд на минималках  ,0
23484,Ура разведёнки не динамят,0
23485,Ну и кто будет спорить  что ничего не делает государство для того  чтобы заболевание больше не било  Дело осталось за малым   гражданам наконец взять на себя ответственность и без надобности не покидать своего жилища  А если уж заразились  то не скрывать  как некоторые это делают ,1
23486,через   недели цифра может вырасти в разы,1
23487,Не пойму  почему она возмущается  Она же не хочет заболеть вирусом  Конечно  понимаю  что молодая и лучше перенесет болезнь  но у нее есть родители  которых не следует подвергать опасности  Людям  типа нее никогда не угодишь ,1
23488,Ждем когда ее закроет СЭС или налоговая  или кто то убьет,0
23489,Надо было таки помыться    ,0
23490,Что такого  если введен режим самоизоляции  У всех есть интернет  а там сейчас много того  что можно посмотреть  почитать совершенно бесплатно по акции  мывместе,1
23491,Просто в государстве которое ничего никому не должно нужно приспосабливаться к системе здравоохранения   и ехать лечиться за границу ,0
23492,мне кажется это не продлится больше месяца сейчас уже тестируют лекарство от короновируса и все силы брошены на поиск спасения скоро вирус отступит ,1
23493,Как только пойдут снова суда и полетят самолеты  посмотрим на реальную цену на нефть ,0
23494,Это же очень хорошо  ну прям очень ,1
23495,Да Гудкову гораздо выгоднее будет  если партию всё таки прикроют  Тогда он сможет кричать на каждом углу  что это мол власти его притесняют  а он весь такой либерал  Только вот он даже за год документы не смог подправить  чтобы его  ПП  могла и дальше ничего не делать  Так что так себе из него лидер движения ,1
23496,А нехер фейки распространять  С аким давно пора начать бороться ,1
23497,Работа у мужика  веником размахивать ,0
23498,Америку открыли    Лучше за чинушами российскими смотрите  Они главное для нас зло  Вор на воре  Не вешайте нам лапшу на уши ,0
23499,Прочитал кучу статей по типу  как пережить самоизоляцию и не сойти с ума   Ни в одной из них не было  что лучшее полезное убийство времени дома   РЕМОНТ ,1
23500,Я понимаю  что это для тавтологии  но лучше не писать  трансгендер   только в виде прилагательного  трансгендерная женщина   это нормально,0
23501,Штатам бы оборудование для своих больниц оплачивать  учитывая тамошнюю ситуацию с пандемией  а не подобные вбросы ,1
23502,Больше всего радует то  что у нас ни одного летального исхода нет  лечится народ  плюс про вакцину уже слышал,1
23503,они все никак не успокоятся пока не доломают   тот редкий случай  когда от коронавируса есть польза,0
23504,Маски продают в инет магазинах за бешенные деньги  сшиты как попало  сразу рвутся   производитель кто и из чего шьют  на упаковке ничего,0
23505,Подскажите что ли какие фильмы посмотреть на досуге,1
23506,Не можете заплатить в этом месяце        Ничего страшного  через месяц заплатите               это так работать будет  ,1
23507,не мало конечно  видимо к пику приближаемся  поэтому и нужно сейчас дома сидеть,1
23508,так лучше перебдеть в этой ситуации  мне кажется ,0
23509,Так вот откуда у фейков про гречку ноги растут  А я то думала  что за бред  столько уникумов верещат  что крупы якобы нет  но в каждом магазине  где я бывала   от нее полки ломились  Теперь вместо прибыли получат феерические штрафы  И поделом ,1
23510,самое опасное это ЁРШ после шампусика,0
23511,прекрасный меры  только так можно победить этот вирус,1
23512,Их мнение нам совсем не нужно ,0
23513,Настоящие друзья  приятно смотреть  добрая новость  которая настроение поднимает ,1
23514,Учёные из Италии нашли лекарство от корона вируса vk com covid   app          ,0
23515,Вместо       нам дали неделю выходных  которые ложатся финансовым бременем на владельцев предприятий и обложили налогом наши банковские вклады ,0
23516,Жизнь продолжается  чего стебаться то просто так здесь ,0
23517,Лучше не связываться с бандерами ни в чём   включат канал   владельцы участков в Крыму подстроятся под это с посевами а там придёт к власти  факельщик  и всё остановит  Не быстро но самим надо решить проблему ,0
23518,Им же  гулять  нужно было    Праздношатающиеся    Вот результат   ,0
23519,На Украине нашлись три очередных идиота  которые хотят за решеткой посидеть   Велком  как говорится  Наши пограничники окажут теплый прием в случае чего ,1
23520,Но кто будет слушать Дерипаску  И короновирус нам не страшен и от санкций только лучше  А рубль обвалили  так и вообще переиграли всех ,0
23521,Сами себя пусть обвинят,0
23522,Очень жаль  что такое большое количество зараженных  Но порой все зависит от самого человека  Не пренебрегая рекомендациями самоизоляции в мире было бы намного меньше зараженных  Радует  что вакцины на стадии тестирования,1
23523,И чё типа все послушаются       ,0
23524,Ну само собой  иначе на кой хрен эти пропуска вообще было вводить  если теперь не проверять всех  кто за рулем ,1
23525,Ну хоть и не времена КОТОРа  но тоже неплохо  Давно пора было от этих несчастных Скайуокеров отстать ,0
23526,Это не у него нашли коронавирус  Это коронавирус его нашёл ,0
23527,Ничего не поделаешь  приходится вводить подобные меры  если в мире не мало государств  в которых число зараженных превысило все разумные пределы ,1
23528,Так для этого и важно  чтобы было международное сотрудничество   быстрее найти вакцину  А у нас любят говнить все  что угодно  даже помощь Италии  с помощью которой мы сможем получить больше информации по вирусу ,1
23529,  лет за то  что просто не посидел дома   но раз народ по другому не догоняет всю серьезность карантина  то пусть так,1
23530,рабочий всего на секунду не успел  да  техника безопасности нарушена  но все равно жаль парня ,1
23531,Ну и хорошо  много ли крепких женщин управленцев в мире   Меркель  Мехрибан Алиева  первый вице президент Азербайджана  для своих стран   фигуры незаменимые практически сейчас,1
23532,Очень жалко Корею  как она так вляпалась  конечно  Главное сейчас не дать вирусу распространиться по территории мира и в частности волнует Россия  Благо  пока все держат под контролем,0
23533,они просто умерли        от старости     от других ебеней но не от кроны     не пиздите ,0
23534,А по моему это верный шаг  Хотя  конечно  в транспорте все равно ездит много народа и всегда есть риск заразиться ,1
23535,может он или не может   вопрос третьестепенный  пусть жители страны и решают  нужен им Путин или нет,1
23536,Важно уточнение   мой комент про  комент года    это ирония  Это нормальная новость  которая пропагандирует правильное поведение в непростой период для нас всех  У меня всё  спасибо ,0
23537,Если сравнивать Нью Йорк с Мск  то у нас явно лучше подошли к контролю ситуации нежели там  Печально  что там такие проблемы  но для нас это хороший показатель ,1
23538,Ой ну у нас не лучше   государство бросило всех и ехитесь как хотите  Факт есть факт  ,0
23539,Я рада  что когда засыпаю есть уверенность  что проснусь  И никто в этот момент на направит на нас оружие  А то за океанские любят это делать,1
23540,Что то уже утомили новости о коронавирусе ,0
23541,Ну вот даже старина Джонсон выздоровел  значит и у наших больных коронавирусом есть шансы на поправку без осложнений  А пропуска электронные в Москве   это правильно  да и столичные вокзалы и автовокзалы следовало бы закрыть тоже   в столице самая сложная ситуация в стране  её лучше закрыть на время   регионам было бы проще ,1
